Retail,Name,Price,Category,Img,Link,Quantity,Unit,Date of Update,Name Cleaned,Translated Name Cleaned,Category (EN),Context Name,Product,Best Category,Top 1,Top 2,Top 3,Synthetic
Coop,HK. OKSEKØD 4-7%,60.94,HAKKET KØD,,,350,GR.,2025-05-26,hk oksekød,hek beef,Minced Meat,hek beef Minced Meat,hek beef Minced Meat,Beef Mince,Beef Mince (0.69),Beef (0.61),Pork Mince (0.54),True
Coop,"LETMÆLK 1,5%",16.2,MÆLK M.V.,,,1,LTR.,2025-05-26,"letmælk ,",light milk,Milk etc.,light milk Milk etc.,light milk Milk etc.,Milk,Milk (0.72),Plant Milk (0.64),Cocoa Milk (0.60),True
Coop,FISKEFRIKADELLER,19.28,FISK & SKALDYR,,,320,GR.,2025-05-26,fiskefrikadeller,Fish meatballs,Fish & Shellfish,Fish meatballs Fish & Shellfish,Fish meatballs Fish & Shellfish,Fish Fillet,Fish Fillet (0.58),Fish Cakes (0.55),Tuna (Canned) (0.46),True
Coop,BROCCOLI,13.8,GROV GRØNT,,,1,STK.,2025-05-26,broccoli,broccoli,Coarse Vegetables,broccoli Coarse Vegetables,broccoli Coarse Vegetables,Broccoli,Broccoli (0.77),Cabbage (0.47),Frozen Mixed Vegetables (0.47),True
Coop,ØKO. TAPAS TOMAT,19.88,"AGURK, TOMAT & PEBERFRUGT",,,400,GR.,2025-05-26,tapas tomat,tapas tomato,"Cucumber, Tomato & Bell Pepper","tapas tomato Cucumber, Tomato & Bell Pepper","tapas tomato Cucumber, Tomato & Bell Pepper",Tomatoes,Tomatoes (0.60),Cucumber (0.56),Bell Peppers (0.55),True
Coop,SUN LOLLY,14.51,FRYS-SELV-IS,,,480,ML.,2025-05-26,sun lolly,sun lolly,Freeze-Yourself Ice Cream,sun lolly Freeze-Yourself Ice Cream,sun lolly Freeze-Yourself Ice Cream,Ice Cream,Ice Cream (0.67),Whipping Cream (0.46),Iced Tea (0.43),True
Coop,SOLSTYKKER,25.19,BRØD,,,360,GR.,2025-05-26,solstykker,solar panels,Bread,solar panels Bread,solar panels Bread,Sandwich Bread,Sandwich Bread (0.44),Toast Bread (0.44),Bread Loaf (0.42),True
Coop,SUN LOLLY,21.87,FRYS-SELV-IS,,,480,ML.,2025-05-26,sun lolly,sun lolly,Freeze-Yourself Ice Cream,sun lolly Freeze-Yourself Ice Cream,sun lolly Freeze-Yourself Ice Cream,Ice Cream,Ice Cream (0.67),Whipping Cream (0.46),Iced Tea (0.43),True
Coop,"RAGNATELA 12,5%",115.09,HVIDVIN,,,3,LTR.,2025-05-26,"ragnatela ,",ragnatela,White Wine,ragnatela White Wine,ragnatela White Wine,Grape Juice,Grape Juice (0.44),Grapes (0.39),Lasagna (0.38),True
Coop,"MINIMÆLK 0,4%",14.76,MÆLK M.V.,,,1,LTR.,2025-05-26,"minimælk ,",mini-milk,Milk etc.,mini-milk Milk etc.,mini-milk Milk etc.,Milk,Milk (0.74),Plant Milk (0.65),Cocoa Milk (0.64),True
Coop,LØG,11.65,KARTOFLER & LØG,,,1,KG.,2025-05-26,løg,onions,Potatoes & Onions,onions Potatoes & Onions,onions Potatoes & Onions,Onions,Onions (0.83),Potatoes (0.69),Tomatoes (0.48),True
Coop,SAMSØ MILD 30+,68.09,SKÆREOST,,,585,GR.,2025-05-26,samsø mild +,samsø mild,Block Cheese,samsø mild Block Cheese,samsø mild Block Cheese,Cheese Block,Cheese Block (0.70),Cottage Cheese (0.61),Cream Cheese (0.58),True
Coop,KAKAOMÆLK,3.59,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",,,20,CL.,2025-05-26,kakaomælk,cocoa milk,"Juice, Cocoa, Drinking Yogurt etc.","cocoa milk Juice, Cocoa, Drinking Yogurt etc.","cocoa milk Juice, Cocoa, Drinking Yogurt etc.",Cocoa Milk,Cocoa Milk (0.73),Cocoa Drink (0.67),Yogurt (0.56),True
Coop,SUN LOLLY,21.31,FRYS-SELV-IS,,,480,ML.,2025-05-26,sun lolly,sun lolly,Freeze-Yourself Ice Cream,sun lolly Freeze-Yourself Ice Cream,sun lolly Freeze-Yourself Ice Cream,Ice Cream,Ice Cream (0.67),Whipping Cream (0.46),Iced Tea (0.43),True
Coop,ØKO. GOLDEN DELICIOUS,2.45,"PÆRE, ÆBLE, BANAN & CITRUSFRUGT",,,1,STK.,2025-05-26,golden delicious,golden delicious,"Pear, Apple, Banana & Citrus Fruit","golden delicious Pear, Apple, Banana & Citrus Fruit","golden delicious Pear, Apple, Banana & Citrus Fruit",Apples,Canned Fruit (0.56),Fruit Mix (0.54),Apples (0.54),True
Coop,FLØDEALTERNATIV,8.87,FLØDE M.V.,,,250,ML.,2025-05-26,flødealternativ,cream alternative,Cream etc.,cream alternative Cream etc.,cream alternative Cream etc.,Whipping Cream,Whipping Cream (0.65),Ice Cream (0.60),Cream Cheese (0.59),True
Coop,"ÅRGANGSØL 10,6%",20.99,SPECIAL ØL,,,50,CL.,2025-05-26,"årgangsøl ,",vintage beer,Specialty Beer,vintage beer Specialty Beer,vintage beer Specialty Beer,Sports Drink,Sports Drink (0.50),Cider (Alcoholic) (0.44),Cider (0.36),True
Coop,EARL GREY,8.56,TE,,,30,GR.,2025-05-26,earl grey,Earl grey,Tea,Earl grey Tea,Earl grey Tea,Tea,Tea (0.71),Herbal Tea (0.66),Iced Tea (0.60),True
Coop,MOZZARELLA,22.78,MADLAVNINGSOST M.V.,,,200,GR.,2025-05-26,mozzarella,Mozzarella,Cooking Cheese etc.,Mozzarella Cooking Cheese etc.,Mozzarella Cooking Cheese etc.,Mozzarella,Mozzarella (0.81),Cottage Cheese (0.61),Cheese Slices (0.57),True
Coop,TRÆSTAMMER,13.38,"KIKS, KAGER & KNÆKBRØD",,,200,GR.,2025-05-26,træstammer,logs,"Biscuits, Cakes & Crispbread","logs Biscuits, Cakes & Crispbread","logs Biscuits, Cakes & Crispbread",Biscuits,Biscuits (0.73),Crispbread (0.64),Bread Crumbs (0.53),True
Coop,KOLDSKÅL,11.92,KOLDSKÅL,,,224,GR.,2025-05-26,koldskål,Cold dish,Buttermilk Dessert,Cold dish Buttermilk Dessert,Cold dish Buttermilk Dessert,Dessert,Butter (0.51),Nut Butter (0.47),Ice Cream (0.45),True
Coop,REMOULADE,21.91,"KETCHUP, REMOULADE, MAYONNAISE M.V.",,,375,GR.,2025-05-26,remoulade,remoulade,"Ketchup, Remoulade, Mayonnaise etc.","remoulade Ketchup, Remoulade, Mayonnaise etc.","remoulade Ketchup, Remoulade, Mayonnaise etc.",Mayonnaise,Mayonnaise (0.61),Ketchup (0.55),Yogurt (0.37),True
Coop,MOCKTAIL,40.48,READY TO DRINK,,,70,CL.,2025-05-26,mocktail,mocktail,Ready to Drink,mocktail Ready to Drink,mocktail Ready to Drink,Sports Drink,Sports Drink (0.50),Ready Meals (0.39),Flavored Water (0.39),True
Coop,NAKKEKOTELETTER,34.22,GRIS,,,300,GR.,2025-05-26,nakkekoteletter,"Chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chop",Pork,"Chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chop Pork","Chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chop Pork",Pork Chops,Pork Chops (0.43),Chicken Drumsticks (0.34),Chicken Mixed Cuts (0.26),True
Coop,MAJANO 13%,115.57,RØDVIN,,,3,LTR.,2025-05-26,majano,Mayan,Red Wine,Mayan Red Wine,Mayan Red Wine,Wine,Cider (Alcoholic) (0.39),Cocoa Drink (0.39),Pear Cider (0.37),True
Coop,ØKO. GULERØDDER,1.17,GROV GRØNT,,,0.08,KG.,2025-05-26,gulerødder,Carrots,Coarse Vegetables,Carrots Coarse Vegetables,Carrots Coarse Vegetables,Carrots,Carrots (0.79),Frozen Vegetables (0.52),Cabbage (0.52),True
Coop,DANABLU 50+,19.99,SPECIALOST,,,150,GR.,2025-05-26,danablu +,danablu,Specialty Cheese,danablu Specialty Cheese,danablu Specialty Cheese,Cream Cheese,Cream Cheese (0.58),Cottage Cheese (0.56),Feta Cheese (0.52),True
Coop,HØNSEBOUILLON,4.29,SAUCER & NEM MAD,,,100,GR.,2025-05-26,hønsebouillon,chicken broth,Sauces & Easy Meals,chicken broth Sauces & Easy Meals,chicken broth Sauces & Easy Meals,Bouillon,Chicken Mixed Cuts (0.49),Ready Meals (0.48),Chicken Breast (0.44),True
Coop,KOTELETTER M. HVIDLØG,32.11,GRIS,,,300,GR.,2025-05-26,koteletter m hvidløg,chops with garlic,Pork,chops with garlic Pork,chops with garlic Pork,Pork Chops,Pork Chops (0.76),Garlic (0.61),Pork Mince (0.48),True
Coop,"SØDMÆLK 3,5%",17.01,MÆLK M.V.,,,1,LTR.,2025-05-26,"sødmælk ,",whole milk,Milk etc.,whole milk Milk etc.,whole milk Milk etc.,Milk,Milk (0.76),Plant Milk (0.65),Cocoa Milk (0.64),True
Coop,PISKEFLØDE 38%,29.51,FLØDE M.V.,,,0.5,LTR.,2025-05-26,piskefløde,whip cream,Cream etc.,whip cream Cream etc.,whip cream Cream etc.,Whipping Cream,Whipping Cream (0.80),Ice Cream (0.59),Cream Cheese (0.54),True
Coop,FRAICHE 9%,15.17,SYRNEDE PRODUKTER,,,190,GR.,2025-05-26,fraiche,fraiche,Soured Products,fraiche Soured Products,fraiche Soured Products,Dried Fruit,Dried Fruit (0.37),Whipping Cream (0.35),Flavored Water (0.34),True
Coop,RADIATORI N°73,13.29,"RIS & PASTA, MV",,,500,GR.,2025-05-26,radiatori n°,radiatori n°,"Rice & Pasta, etc.","radiatori n° Rice & Pasta, etc.","radiatori n° Rice & Pasta, etc.",Pasta,Pasta (0.55),Rice (0.52),Pasta Sauce (0.52),True
Coop,HVIDLØG & URTER,28.46,SMØREOST,,,200,GR.,2025-05-26,hvidløg & urter,garlic & herbs,Spreadable Cheese,garlic & herbs Spreadable Cheese,garlic & herbs Spreadable Cheese,Garlic,Garlic (0.63),Cottage Cheese (0.58),Cream Cheese (0.51),True
Coop,SUN LOLLY,19.23,FRYS-SELV-IS,,,480,ML.,2025-05-26,sun lolly,sun lolly,Freeze-Yourself Ice Cream,sun lolly Freeze-Yourself Ice Cream,sun lolly Freeze-Yourself Ice Cream,Ice Cream,Ice Cream (0.67),Whipping Cream (0.46),Iced Tea (0.43),True
Coop,RADISER MED TOP,5.77,"SALATER, FINT GRØNT & AVOCADO",,,1,BDT.,2025-05-26,radiser med top,radishes with top,"Salads, Fine Greens & Avocado","radishes with top Salads, Fine Greens & Avocado","radishes with top Salads, Fine Greens & Avocado",Mixed Salad,Mixed Salad (0.58),Avocados (0.49),Pasta Salad (0.44),True
Coop,HK. OKSE 8-12%,61.25,HAKKET KØD,,,400,GR.,2025-05-26,hk okse,hp ox,Minced Meat,hp ox Minced Meat,hp ox Minced Meat,Beef Mince,Beef Mince (0.58),Pork Mince (0.53),Beef (0.45),True
Coop,MIX STENFRI DRUER,26.15,"MELON, BÆR, VINDRUER & EKSOTISK FRUGT",,,500,GR.,2025-05-26,mix stenfri druer,mix rock-free grapes,"Melon, Berries, Grapes & Exotic Fruit","mix rock-free grapes Melon, Berries, Grapes & Exotic Fruit","mix rock-free grapes Melon, Berries, Grapes & Exotic Fruit",Fruit Mix,Fruit Mix (0.62),Grapes (0.60),Fruit Juice (Mixed) (0.56),True
Coop,SKYR NATUREL,14.3,SYRNEDE PRODUKTER,,,450,GR.,2025-05-26,skyr naturel,Shader naturel,Soured Products,Shader naturel Soured Products,Shader naturel Soured Products,Fabric Softener,Fabric Softener (0.36),Dried Fruit (0.32),Flavored Water (0.32),True
Coop,BØNNER,13.45,GROV GRØNT,,,150,GR.,2025-05-26,bønner,beans,Coarse Vegetables,beans Coarse Vegetables,beans Coarse Vegetables,Baked Beans,Baked Beans (0.61),Coffee Beans (0.52),Vegetable Juice (0.49),True
Coop,TORTILLA CHIPS SALT,14.79,TEX MEX,,,100,GR.,2025-05-26,tortilla chips salt,Tortilla chips salt,Tex Mex,Tortilla chips salt Tex Mex,Tortilla chips salt Tex Mex,Tortilla Wraps,Tortilla Wraps (0.58),Chips (0.44),Chili Peppers (0.39),True
Coop,STATE ENERGY,10.76,ENERGIDRIKKE,,,35,CL.,2025-05-26,state energy,state energy,Energy Drinks,state energy Energy Drinks,state energy Energy Drinks,Energy Drink,Energy Drink (0.80),Sports Drink (0.50),Soda (0.41),True
Coop,EKS. JOMF.OLIVENOLIE,49.62,"OLIE, EDDIKE & BALSAMICO",,,500,ML.,2025-05-26,eks jomfolivenolie,ex virgin olive oil,"Oil, Vinegar & Balsamic","ex virgin olive oil Oil, Vinegar & Balsamic","ex virgin olive oil Oil, Vinegar & Balsamic",Garlic,Garlic (0.39),Orange Juice (0.37),Vegetable Juice (0.37),True
Coop,THOUSAND ISLAND,21.02,DRESSING,,,425,GR.,2025-05-26,thousand island,thousand Island,Dressing,thousand Island Dressing,thousand Island Dressing,Dish Soap,Dish Soap (0.28),Cottage Cheese (0.28),Prunes (0.26),True
Coop,EKS. JOMFRU OLIVENOLIE,65.75,"OLIE, EDDIKE & BALSAMICO",,,500,ML.,2025-05-26,eks jomfru olivenolie,ex virgin olive oil,"Oil, Vinegar & Balsamic","ex virgin olive oil Oil, Vinegar & Balsamic","ex virgin olive oil Oil, Vinegar & Balsamic",Garlic,Garlic (0.39),Orange Juice (0.37),Vegetable Juice (0.37),True
Coop,SUN LOLLY,19.59,FRYS-SELV-IS,,,480,ML.,2025-05-26,sun lolly,sun lolly,Freeze-Yourself Ice Cream,sun lolly Freeze-Yourself Ice Cream,sun lolly Freeze-Yourself Ice Cream,Ice Cream,Ice Cream (0.67),Whipping Cream (0.46),Iced Tea (0.43),True
Coop,"S.C. VISTANA 12,5%",38.13,ROSEVIN,,,75,CL.,2025-05-26,"sc vistana ,",sc vistana,Rosé Wine,sc vistana Rosé Wine,sc vistana Rosé Wine,Lasagna,Lasagna (0.36),Grape Juice (0.36),Grapes (0.35),True
Coop,REJEOST,29.76,SMØREOST,,,200,GR.,2025-05-26,rejeost,shrimp cheese,Spreadable Cheese,shrimp cheese Spreadable Cheese,shrimp cheese Spreadable Cheese,Cream Cheese,Cream Cheese (0.56),Cottage Cheese (0.55),Sandwich Spread (0.54),True
Coop,HELE SORTE PEBERKORN,8.75,KRYDDERIER,,,100,GR.,2025-05-26,hele sorte peberkorn,whole black peppercorn,Spices,whole black peppercorn Spices,whole black peppercorn Spices,Spices,Chili Peppers (0.50),Bell Peppers (0.42),Licorice (0.39),True
Coop,SUN LOLLY,19.63,FRYS-SELV-IS,,,480,ML.,2025-05-26,sun lolly,sun lolly,Freeze-Yourself Ice Cream,sun lolly Freeze-Yourself Ice Cream,sun lolly Freeze-Yourself Ice Cream,Ice Cream,Ice Cream (0.67),Whipping Cream (0.46),Iced Tea (0.43),True
Coop,KOLDSKÅL,26.54,KOLDSKÅL,,,1,LTR.,2025-05-26,koldskål,Cold dish,Buttermilk Dessert,Cold dish Buttermilk Dessert,Cold dish Buttermilk Dessert,Dessert,Butter (0.51),Nut Butter (0.47),Ice Cream (0.45),True
Coop,REJEOST 8%,27.3,SMØREOST,,,200,GR.,2025-05-26,rejeost,shrimp cheese,Spreadable Cheese,shrimp cheese Spreadable Cheese,shrimp cheese Spreadable Cheese,Cream Cheese,Cream Cheese (0.56),Cottage Cheese (0.55),Sandwich Spread (0.54),True
Coop,STATE ENERGY,15.85,ENERGIDRIKKE,,,40,CL.,2025-05-26,state energy,state energy,Energy Drinks,state energy Energy Drinks,state energy Energy Drinks,Energy Drink,Energy Drink (0.80),Sports Drink (0.50),Soda (0.41),True
Coop,PISKEFLØDE 38%,20.1,FLØDE M.V.,,,330,ML.,2025-05-26,piskefløde,whip cream,Cream etc.,whip cream Cream etc.,whip cream Cream etc.,Whipping Cream,Whipping Cream (0.80),Ice Cream (0.59),Cream Cheese (0.54),True
Coop,SARTI ROSA 14%,98.06,READY TO DRINK,,,70,CL.,2025-05-26,sarti rosa,Sarti pink,Ready to Drink,Sarti pink Ready to Drink,Sarti pink Ready to Drink,Sports Drink,Sports Drink (0.42),Iced Tea (0.39),Tea (0.38),True
Coop,SALATOST TERN 3%,22.89,MADLAVNINGSOST M.V.,,,200,GR.,2025-05-26,salatost tern,Salad cheese tern,Cooking Cheese etc.,Salad cheese tern Cooking Cheese etc.,Salad cheese tern Cooking Cheese etc.,Cottage Cheese,Cottage Cheese (0.63),Cream Cheese (0.60),Cheese Slices (0.57),True
Coop,ROYAL CLASSIC,6.25,ALKOHOLFRI ØL/VIN,,,33,CL.,2025-05-26,royal classic,Royal Classic,Non-Alcoholic Beer/Wine,Royal Classic Non-Alcoholic Beer/Wine,Royal Classic Non-Alcoholic Beer/Wine,Cider (Alcoholic),Cider (Alcoholic) (0.54),Sports Drink (0.50),Cider (0.40),True
Coop,HØNSEBOUILLON,19.99,SAUCER & NEM MAD,,,100,GR.,2025-05-26,hønsebouillon,chicken broth,Sauces & Easy Meals,chicken broth Sauces & Easy Meals,chicken broth Sauces & Easy Meals,Bouillon,Chicken Mixed Cuts (0.49),Ready Meals (0.48),Chicken Breast (0.44),True
Coop,CAPPUCCINO,13.03,INSTANT KAFFE,,,140,GR.,2025-05-26,cappuccino,cappuccino,Instant Coffee,cappuccino Instant Coffee,cappuccino Instant Coffee,Instant Coffee,Instant Coffee (0.77),Coffee (0.67),Ground Coffee (0.58),True
Coop,"PÅSKEBRYG 5,4%",50.14,SPECIAL ØL,,,1.98,LTR.,2025-05-26,"påskebryg ,",Easter Brew,Specialty Beer,Easter Brew Specialty Beer,Easter Brew Specialty Beer,Sports Drink,Sports Drink (0.48),Cider (Alcoholic) (0.46),Cider (0.40),True
Coop,FREIXENET,51.98,ALKOHOLFRI ØL/VIN,,,75,CL.,2025-05-26,freixenet,freixenet,Non-Alcoholic Beer/Wine,freixenet Non-Alcoholic Beer/Wine,freixenet Non-Alcoholic Beer/Wine,Cider (Alcoholic),Cider (Alcoholic) (0.53),Sports Drink (0.43),Cider (0.39),True
Coop,SMØREOST 8/8,16.69,BØRNEOST,,,140,GR.,2025-05-26,smøreost,Butter cheese,Children's Cheese,Butter cheese Children's Cheese,Butter cheese Children's Cheese,Cream Cheese,Cream Cheese (0.67),Cheese Block (0.63),Cottage Cheese (0.62),True
Coop,SKRABEÆG,36.32,ÆG,,,15,STK.,2025-05-26,skrabeæg,dredging eggs,Eggs,dredging eggs Eggs,dredging eggs Eggs,Eggs,Eggs (0.65),Dried Fruit (0.25),Chicken Mixed Cuts (0.25),True
Coop,"MINIMÆLK 0,4%",14.86,MÆLK M.V.,,,1,LTR.,2025-05-26,"minimælk ,",mini-milk,Milk etc.,mini-milk Milk etc.,mini-milk Milk etc.,Milk,Milk (0.74),Plant Milk (0.65),Cocoa Milk (0.64),True
Coop,TORSKEFILETER,40.43,FISK & SKALDYR,,,225,GR.,2025-05-26,torskefileter,cod fillets,Fish & Shellfish,cod fillets Fish & Shellfish,cod fillets Fish & Shellfish,Fish Fillet,Fish Fillet (0.74),Fish Cakes (0.52),Smoked Salmon (0.45),True
Coop,FULDKORN BURGER,21.89,FAST FOOD BRØD,,,320,GR.,2025-05-26,fuldkorn burger,whole grain burger,Fast Food Bread,whole grain burger Fast Food Bread,whole grain burger Fast Food Bread,Sandwich Bread,Sandwich Bread (0.67),Bread Loaf (0.58),Rye Bread (0.58),True
Coop,OSTEHAPS 18 STK.,39.59,BØRNEOST,,,324,GR.,2025-05-26,ostehaps stk,Chewinghams,Children's Cheese,Chewinghams Children's Cheese,Chewinghams Children's Cheese,Cheese Slices,Cheese Slices (0.59),Cream Cheese (0.58),Cottage Cheese (0.58),True
Coop,INSTANT KAFFE,38.62,INSTANT KAFFE,,,100,GR.,2025-05-26,instant kaffe,instant coffee,Instant Coffee,instant coffee Instant Coffee,instant coffee Instant Coffee,Instant Coffee,Instant Coffee (0.94),Coffee (0.70),Ground Coffee (0.62),True
Coop,"KAKAOMÆLK 0,5%",19.78,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",,,1,LTR.,2025-05-26,"kakaomælk ,",cocoa milk,"Juice, Cocoa, Drinking Yogurt etc.","cocoa milk Juice, Cocoa, Drinking Yogurt etc.","cocoa milk Juice, Cocoa, Drinking Yogurt etc.",Cocoa Milk,Cocoa Milk (0.73),Cocoa Drink (0.67),Yogurt (0.56),True
Coop,HK. OKSEKØD 15-18%,45.87,HAKKET KØD,,,400,GR.,2025-05-26,hk oksekød,hek beef,Minced Meat,hek beef Minced Meat,hek beef Minced Meat,Beef Mince,Beef Mince (0.69),Beef (0.61),Pork Mince (0.54),True
Coop,FRANSK BRIE,17.79,SPECIALOST,,,200,GR.,2025-05-26,fransk brie,French brie,Specialty Cheese,French brie Specialty Cheese,French brie Specialty Cheese,Cottage Cheese,Cottage Cheese (0.59),Cream Cheese (0.56),Cheese Slices (0.51),True
Coop,CORNFLAKES,24.17,MORGENMAD,,,1,KG.,2025-05-26,cornflakes,cornflakes,Breakfast,cornflakes Breakfast,cornflakes Breakfast,Cereals,Corn (0.54),Wheat Flour (0.51),Crispbread (0.46),True
Coop,INSTANT KAFFE,40.19,INSTANT KAFFE,,,100,GR.,2025-05-26,instant kaffe,instant coffee,Instant Coffee,instant coffee Instant Coffee,instant coffee Instant Coffee,Instant Coffee,Instant Coffee (0.94),Coffee (0.70),Ground Coffee (0.62),True
Coop,COLA,3.3,"SODAVAND, VAND, SMOOTHIES M.V.",,,33,CL.,2025-05-26,cola,cola,"Soft Drinks, Water, Smoothies etc.","cola Soft Drinks, Water, Smoothies etc.","cola Soft Drinks, Water, Smoothies etc.",Cola,Cola (0.59),Soda (0.58),Berry Juice (0.51),True
Coop,SMØRBAR,19.65,SMØR & FEDTSTOFFER,,,200,GR.,2025-05-26,smørbar,Butterable,Butter & Fats,Butterable Butter & Fats,Butterable Butter & Fats,Butter,Butter (0.75),Nut Butter (0.65),Toast Bread (0.37),True
Coop,DILD,9.39,KRYDDERURTER & SMAGSFORSTÆRKERE,,,1,STK.,2025-05-26,dild,dill,Herbs & Flavour Enhancers,dill Herbs & Flavour Enhancers,dill Herbs & Flavour Enhancers,Herbal Tea,Herbal Tea (0.45),Flavored Water (0.37),Fruit Juice (Mixed) (0.35),True
Coop,"ROYAL EXPORT 5,4%",6.94,ØL,,,33,CL.,2025-05-26,"royal export ,",royal export,Beer,royal export Beer,royal export Beer,Sports Drink,Sports Drink (0.45),Cider (Alcoholic) (0.40),Cola (0.38),True
Coop,SVINEFEDT,26.32,SMØR & FEDTSTOFFER,,,500,GR.,2025-05-26,svinefedt,Pig fat,Butter & Fats,Pig fat Butter & Fats,Pig fat Butter & Fats,Butter,Butter (0.58),Nut Butter (0.57),Biscuits (0.38),True
Coop,COLA,3.53,"SODAVAND, VAND, SMOOTHIES M.V.",,,33,CL.,2025-05-26,cola,cola,"Soft Drinks, Water, Smoothies etc.","cola Soft Drinks, Water, Smoothies etc.","cola Soft Drinks, Water, Smoothies etc.",Cola,Cola (0.59),Soda (0.58),Berry Juice (0.51),True
Coop,FULDKORNSSANDWICH,9.82,BRØD,,,500,GR.,2025-05-26,fuldkornssandwich,whole grain sandwich,Bread,whole grain sandwich Bread,whole grain sandwich Bread,Sandwich Bread,Sandwich Bread (0.82),Rye Bread (0.68),Toast Bread (0.67),True
Coop,COLA NUL SUKKER,7.02,"SODAVAND, VAND, SMOOTHIES M.V.",,,1.5,LTR.,2025-05-26,cola nul sukker,cola zero sugar,"Soft Drinks, Water, Smoothies etc.","cola zero sugar Soft Drinks, Water, Smoothies etc.","cola zero sugar Soft Drinks, Water, Smoothies etc.",Cola,Cola (0.59),Soda (0.59),Berry Juice (0.51),True
Coop,BONDEBRØD,26.24,RUGBRØD,,,500,GR.,2025-05-26,bondebrød,Peas (with pods),Rye Bread,Peas (with pods) Rye Bread,Peas (with pods) Rye Bread,Rye Bread,Rye Bread (0.72),Peas (0.68),Rye Flour (0.52),True
Coop,KYLLINGEBRYSTFILET,40.3,KYLLING,,,450,GR.,2025-05-26,kyllingebrystfilet,chicken breast fillet,Chicken,chicken breast fillet Chicken,chicken breast fillet Chicken,Chicken Breast,Chicken Breast (0.78),Chicken Thighs (0.59),Fish Fillet (0.58),True
Coop,COCKTAILPØLSER,11.71,KONSERVES & SURVARER,,,115,GR.,2025-05-26,cocktailpølser,cocktail sausage,Canned Goods & Pickles,cocktail sausage Canned Goods & Pickles,cocktail sausage Canned Goods & Pickles,Pickles,Pickles (0.58),Sausage (0.56),Canned Fruit (0.47),True
Coop,GIRAF BLACK 10%,18.74,SPECIAL ØL,,,50,CL.,2025-05-26,giraf black,giraffe black,Specialty Beer,giraffe black Specialty Beer,giraffe black Specialty Beer,Sports Drink,Sports Drink (0.43),Cocoa Drink (0.38),Pineapple Juice (0.35),True
Coop,KIKÆRTER,7.81,KONSERVES & SURVARER,,,240,GR.,2025-05-26,kikærter,chickpeas,Canned Goods & Pickles,chickpeas Canned Goods & Pickles,chickpeas Canned Goods & Pickles,Pickles,Pickles (0.68),Chickpeas (0.64),Canned Peaches (0.58),True
Coop,MOCKTAIL,40.97,READY TO DRINK,,,70,CL.,2025-05-26,mocktail,mocktail,Ready to Drink,mocktail Ready to Drink,mocktail Ready to Drink,Sports Drink,Sports Drink (0.50),Ready Meals (0.39),Flavored Water (0.39),True
Coop,FINTHAKKET FISKEFARS,36.56,FISK & SKALDYR,,,400,GR.,2025-05-26,finthakket fiskefars,finely chopped fish fare,Fish & Shellfish,finely chopped fish fare Fish & Shellfish,finely chopped fish fare Fish & Shellfish,Fish Fillet,Fish Fillet (0.58),Fish Cakes (0.53),Tuna (Canned) (0.47),True
Coop,GRÆSK YOGHURT 10%,19.09,YOGHURT M.V.,,,400,GR.,2025-05-26,græsk yoghurt,Greek yogurt,Yogurt etc.,Greek yogurt Yogurt etc.,Greek yogurt Yogurt etc.,Yogurt,Yogurt (0.81),Milk (0.41),Herbal Tea (0.38),True
Coop,HAVREDRIK,23.36,PLANTEDRIKKE,,,1,LTR.,2025-05-26,havredrik,Oat drink,Plant Drinks,Oat drink Plant Drinks,Oat drink Plant Drinks,Plant Milk,Plant Milk (0.51),Cocoa Drink (0.46),Energy Drink (0.44),True
Coop,BRUT DARGENT 11%,71.36,MOUSSERENDE VIN,,,75,CL.,2025-05-26,brut dargent,brut dargent,Sparkling Wine,brut dargent Sparkling Wine,brut dargent Sparkling Wine,Sparkling Water,Sparkling Water (0.49),Grape Juice (0.39),Licorice (0.39),True
Coop,HK. GRIS & KALV 4-7%,42.26,HAKKET KØD,,,400,GR.,2025-05-26,hk gris & kalv,hp pig & calf,Minced Meat,hp pig & calf Minced Meat,hp pig & calf Minced Meat,Pork Mince,Pork Mince (0.61),Beef Mince (0.58),Beef (0.49),True
Coop,VARIATION BOX,9.9,TE,,,30,GR.,2025-05-26,variation box,variation box,Tea,variation box Tea,variation box Tea,Tea,Tea (0.61),Herbal Tea (0.57),Iced Tea (0.51),True
