Retail,Name,Price,Category,Img,Link,Quantity,Unit,Date of Update,Date of update,Name Cleaned,Translated Name Cleaned,Context Name,Product,Best Category,Top 1,Top 2,Top 3,Synthetic
Rema1000,COCA COLA,21.6,"SODAVAND, VAND, SMOOTHIES M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/212650/image/1740146234/170.jpg,https://shop.rema1000.dk/drikkevarer,1.98,LTR.,,2025-04-27,coca cola,Coca Cola,"Coca Cola SODAVAND, VAND, SMOOTHIES M.V.","Coca Cola SODAVAND, VAND, SMOOTHIES M.V.",Cola,Cola (0.61),Soda (0.57),Berry Juice (0.46),False
Rema1000,COCA COLA,21.6,"SODAVAND, VAND, SMOOTHIES M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/212650/image/1740146234/170.jpg,https://shop.rema1000.dk/drikkevarer,1.98,LTR.,,2025-04-27,coca cola,Coca Cola,"Coca Cola SODAVAND, VAND, SMOOTHIES M.V.","Coca Cola SODAVAND, VAND, SMOOTHIES M.V.",Cola,Cola (0.61),Soda (0.57),Berry Juice (0.46),False
Rema1000,COCA COLA,21.6,"SODAVAND, VAND, SMOOTHIES M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/212650/image/1740146234/170.jpg,https://shop.rema1000.dk/drikkevarer,1.98,LTR.,,2025-04-27,coca cola,Coca Cola,"Coca Cola SODAVAND, VAND, SMOOTHIES M.V.","Coca Cola SODAVAND, VAND, SMOOTHIES M.V.",Cola,Cola (0.61),Soda (0.57),Berry Juice (0.46),False
Rema1000,COCA COLA,21.6,"SODAVAND, VAND, SMOOTHIES M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/212650/image/1740146234/170.jpg,https://shop.rema1000.dk/drikkevarer,1.98,LTR.,,2025-04-27,coca cola,Coca Cola,"Coca Cola SODAVAND, VAND, SMOOTHIES M.V.","Coca Cola SODAVAND, VAND, SMOOTHIES M.V.",Cola,Cola (0.61),Soda (0.57),Berry Juice (0.46),False
Rema1000,COCA COLA,21.6,"SODAVAND, VAND, SMOOTHIES M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/212650/image/1740146234/170.jpg,https://shop.rema1000.dk/drikkevarer,1.98,LTR.,,2025-04-27,coca cola,Coca Cola,"Coca Cola SODAVAND, VAND, SMOOTHIES M.V.","Coca Cola SODAVAND, VAND, SMOOTHIES M.V.",Cola,Cola (0.61),Soda (0.57),Berry Juice (0.46),False
Rema1000,COLA,3.4,"SODAVAND, VAND, SMOOTHIES M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/215642/image/1664357931/170.jpg,https://shop.rema1000.dk/drikkevarer,33,CL.,,2025-04-27,cola,cola,"cola SODAVAND, VAND, SMOOTHIES M.V.","cola SODAVAND, VAND, SMOOTHIES M.V.",Cola,Cola (0.56),Soda (0.53),Berry Juice (0.44),False
Rema1000,COLA,3.4,"SODAVAND, VAND, SMOOTHIES M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/215642/image/1664357931/170.jpg,https://shop.rema1000.dk/drikkevarer,33,CL.,,2025-04-27,cola,cola,"cola SODAVAND, VAND, SMOOTHIES M.V.","cola SODAVAND, VAND, SMOOTHIES M.V.",Cola,Cola (0.56),Soda (0.53),Berry Juice (0.44),False
Rema1000,DANSKVAND MED BRUS,5.03,"SODAVAND, VAND, SMOOTHIES M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/214110/image/1618570523/170.jpg,https://shop.rema1000.dk/drikkevarer,2,LTR.,,2025-04-27,danskvand med brus,Danish water with breeze,"Danish water with breeze SODAVAND, VAND, SMOOTHIES M.V.","Danish water with breeze SODAVAND, VAND, SMOOTHIES M.V.",Flavored Water,Flavored Water (0.52),Sparkling Water (0.46),Soda (0.41),False
Rema1000,FAXE KONDI,20.0,"SODAVAND, VAND, SMOOTHIES M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/214415/image/1618570528/170.jpg,https://shop.rema1000.dk/drikkevarer,1.5,LTR.,,2025-04-27,faxe kondi,fax condi,"fax condi SODAVAND, VAND, SMOOTHIES M.V.","fax condi SODAVAND, VAND, SMOOTHIES M.V.",Cola,Cola (0.33),Soda (0.33),Parmesan (0.28),False
Rema1000,COLA NUL SUKKER,3.4,"SODAVAND, VAND, SMOOTHIES M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/215644/image/1664358058/170.jpg,https://shop.rema1000.dk/drikkevarer,33,CL.,,2025-04-27,cola nul sukker,cola zero sugar,"cola zero sugar SODAVAND, VAND, SMOOTHIES M.V.","cola zero sugar SODAVAND, VAND, SMOOTHIES M.V.",Cola,Cola (0.58),Soda (0.57),Berry Juice (0.48),False
Rema1000,COLA NUL SUKKER,3.4,"SODAVAND, VAND, SMOOTHIES M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/215644/image/1664358058/170.jpg,https://shop.rema1000.dk/drikkevarer,33,CL.,,2025-04-27,cola nul sukker,cola zero sugar,"cola zero sugar SODAVAND, VAND, SMOOTHIES M.V.","cola zero sugar SODAVAND, VAND, SMOOTHIES M.V.",Cola,Cola (0.58),Soda (0.57),Berry Juice (0.48),False
Rema1000,COCA COLA,3.6,"SODAVAND, VAND, SMOOTHIES M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/212616/image/1661865001/170.jpg,https://shop.rema1000.dk/drikkevarer,33,CL.,,2025-04-27,coca cola,Coca Cola,"Coca Cola SODAVAND, VAND, SMOOTHIES M.V.","Coca Cola SODAVAND, VAND, SMOOTHIES M.V.",Cola,Cola (0.61),Soda (0.57),Berry Juice (0.46),False
Rema1000,COCA COLA,3.6,"SODAVAND, VAND, SMOOTHIES M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/212616/image/1661865001/170.jpg,https://shop.rema1000.dk/drikkevarer,33,CL.,,2025-04-27,coca cola,Coca Cola,"Coca Cola SODAVAND, VAND, SMOOTHIES M.V.","Coca Cola SODAVAND, VAND, SMOOTHIES M.V.",Cola,Cola (0.61),Soda (0.57),Berry Juice (0.46),False
Rema1000,COCA COLA,3.6,"SODAVAND, VAND, SMOOTHIES M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/212616/image/1661865001/170.jpg,https://shop.rema1000.dk/drikkevarer,33,CL.,,2025-04-27,coca cola,Coca Cola,"Coca Cola SODAVAND, VAND, SMOOTHIES M.V.","Coca Cola SODAVAND, VAND, SMOOTHIES M.V.",Cola,Cola (0.61),Soda (0.57),Berry Juice (0.46),False
Rema1000,COCA COLA,3.6,"SODAVAND, VAND, SMOOTHIES M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/212616/image/1661865001/170.jpg,https://shop.rema1000.dk/drikkevarer,33,CL.,,2025-04-27,coca cola,Coca Cola,"Coca Cola SODAVAND, VAND, SMOOTHIES M.V.","Coca Cola SODAVAND, VAND, SMOOTHIES M.V.",Cola,Cola (0.61),Soda (0.57),Berry Juice (0.46),False
Rema1000,COCA COLA,3.6,"SODAVAND, VAND, SMOOTHIES M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/212616/image/1661865001/170.jpg,https://shop.rema1000.dk/drikkevarer,33,CL.,,2025-04-27,coca cola,Coca Cola,"Coca Cola SODAVAND, VAND, SMOOTHIES M.V.","Coca Cola SODAVAND, VAND, SMOOTHIES M.V.",Cola,Cola (0.61),Soda (0.57),Berry Juice (0.46),False
Rema1000,YELLOW DREAM 4%,10.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/219026/image/1652363601/170.jpg,https://shop.rema1000.dk/drikkevarer,25,CL.,,2025-04-27,yellow dream,yellow dream,yellow dream READY TO DRINK,yellow dream READY TO DRINK,Sports Drink,Sports Drink (0.39),Energy Drink (0.34),Soda (0.34),False
Rema1000,"RED LOVE 4,4%",10.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/219036/image/1699450276/170.jpg,https://shop.rema1000.dk/drikkevarer,25,CL.,,2025-04-27,"red love ,",save laws,save laws READY TO DRINK,save laws READY TO DRINK,Sports Drink,Sports Drink (0.39),Energy Drink (0.35),Soda (0.34),False
Rema1000,"SOMERSBY CIDER 4,5%",14.5,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/219015/image/1744035861/170.jpg,https://shop.rema1000.dk/drikkevarer,33,CL.,,2025-04-27,"somersby cider ,",Somersby cider,Somersby cider READY TO DRINK,Somersby cider READY TO DRINK,Cider,Cider (0.69),Cider (Alcoholic) (0.67),Apple Cider (0.64),False
Rema1000,ICE ORIGINAL 4%,14.95,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510566/image/1618577557/170.jpg,https://shop.rema1000.dk/drikkevarer,27.5,CL.,,2025-04-27,ice original,Ice original,Ice original READY TO DRINK,Ice original READY TO DRINK,Iced Tea,Iced Tea (0.56),Ice Cream (0.54),Flavored Water (0.46),False
Rema1000,PINEAPPLE 4%,14.95,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510440/image/1693225773/170.jpg,https://shop.rema1000.dk/drikkevarer,27.5,CL.,,2025-04-27,pineapple,pineapple,pineapple READY TO DRINK,pineapple READY TO DRINK,Pineapple Juice,Pineapple Juice (0.76),Pineapple (0.74),Canned Pineapple (0.71),False
Rema1000,ORANGE 4%,14.95,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510435/image/1693225714/170.jpg,https://shop.rema1000.dk/drikkevarer,27.5,CL.,,2025-04-27,orange,orange,orange READY TO DRINK,orange READY TO DRINK,Orange Juice,Orange Juice (0.68),Oranges (0.55),Grape Juice (0.49),False
Rema1000,SHAKER 4%,14.95,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/210340/image/1685609955/170.jpg,https://shop.rema1000.dk/drikkevarer,27.5,CL.,,2025-04-27,shaker,shaker,shaker READY TO DRINK,shaker READY TO DRINK,Sports Drink,Sports Drink (0.45),Ready Meals (0.38),Energy Drink (0.36),False
Rema1000,SHAKER 4%,14.95,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/210340/image/1685609955/170.jpg,https://shop.rema1000.dk/drikkevarer,27.5,CL.,,2025-04-27,shaker,shaker,shaker READY TO DRINK,shaker READY TO DRINK,Sports Drink,Sports Drink (0.45),Ready Meals (0.38),Energy Drink (0.36),False
Rema1000,SHAKER 4%,14.95,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/210340/image/1685609955/170.jpg,https://shop.rema1000.dk/drikkevarer,27.5,CL.,,2025-04-27,shaker,shaker,shaker READY TO DRINK,shaker READY TO DRINK,Sports Drink,Sports Drink (0.45),Ready Meals (0.38),Energy Drink (0.36),False
Rema1000,SHAKER 4%,14.95,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/210340/image/1685609955/170.jpg,https://shop.rema1000.dk/drikkevarer,27.5,CL.,,2025-04-27,shaker,shaker,shaker READY TO DRINK,shaker READY TO DRINK,Sports Drink,Sports Drink (0.45),Ready Meals (0.38),Energy Drink (0.36),False
Rema1000,SHAKER 4%,14.95,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/210342/image/1655209293/170.jpg,https://shop.rema1000.dk/drikkevarer,27.5,CL.,,2025-04-27,shaker,shaker,shaker READY TO DRINK,shaker READY TO DRINK,Sports Drink,Sports Drink (0.45),Ready Meals (0.38),Energy Drink (0.36),False
Rema1000,SHAKER 4%,14.95,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/210342/image/1655209293/170.jpg,https://shop.rema1000.dk/drikkevarer,27.5,CL.,,2025-04-27,shaker,shaker,shaker READY TO DRINK,shaker READY TO DRINK,Sports Drink,Sports Drink (0.45),Ready Meals (0.38),Energy Drink (0.36),False
Rema1000,SHAKER 4%,14.95,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/210342/image/1655209293/170.jpg,https://shop.rema1000.dk/drikkevarer,27.5,CL.,,2025-04-27,shaker,shaker,shaker READY TO DRINK,shaker READY TO DRINK,Sports Drink,Sports Drink (0.45),Ready Meals (0.38),Energy Drink (0.36),False
Rema1000,SHAKER 4%,14.95,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/210342/image/1655209293/170.jpg,https://shop.rema1000.dk/drikkevarer,27.5,CL.,,2025-04-27,shaker,shaker,shaker READY TO DRINK,shaker READY TO DRINK,Sports Drink,Sports Drink (0.45),Ready Meals (0.38),Energy Drink (0.36),False
Rema1000,SHAKER 4%,14.95,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/217026/image/1645454112/170.jpg,https://shop.rema1000.dk/drikkevarer,27.5,CL.,,2025-04-27,shaker,shaker,shaker READY TO DRINK,shaker READY TO DRINK,Sports Drink,Sports Drink (0.45),Ready Meals (0.38),Energy Drink (0.36),False
Rema1000,SHAKER 4%,14.95,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/217026/image/1645454112/170.jpg,https://shop.rema1000.dk/drikkevarer,27.5,CL.,,2025-04-27,shaker,shaker,shaker READY TO DRINK,shaker READY TO DRINK,Sports Drink,Sports Drink (0.45),Ready Meals (0.38),Energy Drink (0.36),False
Rema1000,SHAKER 4%,14.95,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/217026/image/1645454112/170.jpg,https://shop.rema1000.dk/drikkevarer,27.5,CL.,,2025-04-27,shaker,shaker,shaker READY TO DRINK,shaker READY TO DRINK,Sports Drink,Sports Drink (0.45),Ready Meals (0.38),Energy Drink (0.36),False
Rema1000,SHAKER 4%,14.95,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/217026/image/1645454112/170.jpg,https://shop.rema1000.dk/drikkevarer,27.5,CL.,,2025-04-27,shaker,shaker,shaker READY TO DRINK,shaker READY TO DRINK,Sports Drink,Sports Drink (0.45),Ready Meals (0.38),Energy Drink (0.36),False
Rema1000,"COCKTAIL 5,3%",39.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510757/image/1740566630/170.jpg,https://shop.rema1000.dk/drikkevarer,70,CL.,,2025-04-27,"cocktail ,",cocktail,cocktail READY TO DRINK,cocktail READY TO DRINK,Sports Drink,Sports Drink (0.54),Cider (Alcoholic) (0.46),Cocoa Drink (0.44),False
Rema1000,"COCKTAIL 5,3%",39.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510757/image/1740566630/170.jpg,https://shop.rema1000.dk/drikkevarer,70,CL.,,2025-04-27,"cocktail ,",cocktail,cocktail READY TO DRINK,cocktail READY TO DRINK,Sports Drink,Sports Drink (0.54),Cider (Alcoholic) (0.46),Cocoa Drink (0.44),False
Rema1000,"COCKTAIL 5,3%",39.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510757/image/1740566630/170.jpg,https://shop.rema1000.dk/drikkevarer,70,CL.,,2025-04-27,"cocktail ,",cocktail,cocktail READY TO DRINK,cocktail READY TO DRINK,Sports Drink,Sports Drink (0.54),Cider (Alcoholic) (0.46),Cocoa Drink (0.44),False
Rema1000,COCKTAIL 5%,39.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510761/image/1740566826/170.jpg,https://shop.rema1000.dk/drikkevarer,70,CL.,,2025-04-27,cocktail,cocktail,cocktail READY TO DRINK,cocktail READY TO DRINK,Sports Drink,Sports Drink (0.54),Cider (Alcoholic) (0.46),Cocoa Drink (0.44),False
Rema1000,COCKTAIL 5%,39.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510761/image/1740566826/170.jpg,https://shop.rema1000.dk/drikkevarer,70,CL.,,2025-04-27,cocktail,cocktail,cocktail READY TO DRINK,cocktail READY TO DRINK,Sports Drink,Sports Drink (0.54),Cider (Alcoholic) (0.46),Cocoa Drink (0.44),False
Rema1000,COCKTAIL 5%,39.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510761/image/1740566826/170.jpg,https://shop.rema1000.dk/drikkevarer,70,CL.,,2025-04-27,cocktail,cocktail,cocktail READY TO DRINK,cocktail READY TO DRINK,Sports Drink,Sports Drink (0.54),Cider (Alcoholic) (0.46),Cocoa Drink (0.44),False
Rema1000,MOCKTAIL,39.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510760/image/1740566799/170.jpg,https://shop.rema1000.dk/drikkevarer,70,CL.,,2025-04-27,mocktail,mocktail,mocktail READY TO DRINK,mocktail READY TO DRINK,Sports Drink,Sports Drink (0.47),Flavored Water (0.38),Instant Coffee (0.35),False
Rema1000,MOCKTAIL,39.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510760/image/1740566799/170.jpg,https://shop.rema1000.dk/drikkevarer,70,CL.,,2025-04-27,mocktail,mocktail,mocktail READY TO DRINK,mocktail READY TO DRINK,Sports Drink,Sports Drink (0.47),Flavored Water (0.38),Instant Coffee (0.35),False
Rema1000,MOCKTAIL,39.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510760/image/1740566799/170.jpg,https://shop.rema1000.dk/drikkevarer,70,CL.,,2025-04-27,mocktail,mocktail,mocktail READY TO DRINK,mocktail READY TO DRINK,Sports Drink,Sports Drink (0.47),Flavored Water (0.38),Instant Coffee (0.35),False
Rema1000,"COCKTAIL 4,5%",39.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510762/image/1740566868/170.jpg,https://shop.rema1000.dk/drikkevarer,70,CL.,,2025-04-27,"cocktail ,",cocktail,cocktail READY TO DRINK,cocktail READY TO DRINK,Sports Drink,Sports Drink (0.54),Cider (Alcoholic) (0.46),Cocoa Drink (0.44),False
Rema1000,"COCKTAIL 4,5%",39.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510762/image/1740566868/170.jpg,https://shop.rema1000.dk/drikkevarer,70,CL.,,2025-04-27,"cocktail ,",cocktail,cocktail READY TO DRINK,cocktail READY TO DRINK,Sports Drink,Sports Drink (0.54),Cider (Alcoholic) (0.46),Cocoa Drink (0.44),False
Rema1000,"COCKTAIL 4,5%",39.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510762/image/1740566868/170.jpg,https://shop.rema1000.dk/drikkevarer,70,CL.,,2025-04-27,"cocktail ,",cocktail,cocktail READY TO DRINK,cocktail READY TO DRINK,Sports Drink,Sports Drink (0.54),Cider (Alcoholic) (0.46),Cocoa Drink (0.44),False
Rema1000,MOCKTAIL,39.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510759/image/1740566764/170.jpg,https://shop.rema1000.dk/drikkevarer,70,CL.,,2025-04-27,mocktail,mocktail,mocktail READY TO DRINK,mocktail READY TO DRINK,Sports Drink,Sports Drink (0.47),Flavored Water (0.38),Instant Coffee (0.35),False
Rema1000,MOCKTAIL,39.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510759/image/1740566764/170.jpg,https://shop.rema1000.dk/drikkevarer,70,CL.,,2025-04-27,mocktail,mocktail,mocktail READY TO DRINK,mocktail READY TO DRINK,Sports Drink,Sports Drink (0.47),Flavored Water (0.38),Instant Coffee (0.35),False
Rema1000,MOCKTAIL,39.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510759/image/1740566764/170.jpg,https://shop.rema1000.dk/drikkevarer,70,CL.,,2025-04-27,mocktail,mocktail,mocktail READY TO DRINK,mocktail READY TO DRINK,Sports Drink,Sports Drink (0.47),Flavored Water (0.38),Instant Coffee (0.35),False
Rema1000,MOCKTAIL,39.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510758/image/1740566671/170.jpg,https://shop.rema1000.dk/drikkevarer,70,CL.,,2025-04-27,mocktail,mocktail,mocktail READY TO DRINK,mocktail READY TO DRINK,Sports Drink,Sports Drink (0.47),Flavored Water (0.38),Instant Coffee (0.35),False
Rema1000,MOCKTAIL,39.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510758/image/1740566671/170.jpg,https://shop.rema1000.dk/drikkevarer,70,CL.,,2025-04-27,mocktail,mocktail,mocktail READY TO DRINK,mocktail READY TO DRINK,Sports Drink,Sports Drink (0.47),Flavored Water (0.38),Instant Coffee (0.35),False
Rema1000,MOCKTAIL,39.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510758/image/1740566671/170.jpg,https://shop.rema1000.dk/drikkevarer,70,CL.,,2025-04-27,mocktail,mocktail,mocktail READY TO DRINK,mocktail READY TO DRINK,Sports Drink,Sports Drink (0.47),Flavored Water (0.38),Instant Coffee (0.35),False
Rema1000,"MOJITO 4,4%",10.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510458/image/1620051285/170.jpg,https://shop.rema1000.dk/drikkevarer,25,CL.,,2025-04-27,"mojito ,",mojito,mojito READY TO DRINK,mojito READY TO DRINK,Sports Drink,Sports Drink (0.41),Cocoa Drink (0.40),Ready Meals (0.36),False
Rema1000,SHAKER 4%,14.95,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/210560/image/1738597130/170.jpg,https://shop.rema1000.dk/drikkevarer,27.5,CL.,,2025-04-27,shaker,shaker,shaker READY TO DRINK,shaker READY TO DRINK,Sports Drink,Sports Drink (0.45),Ready Meals (0.38),Energy Drink (0.36),False
Rema1000,SHAKER 4%,14.95,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/210560/image/1738597130/170.jpg,https://shop.rema1000.dk/drikkevarer,27.5,CL.,,2025-04-27,shaker,shaker,shaker READY TO DRINK,shaker READY TO DRINK,Sports Drink,Sports Drink (0.45),Ready Meals (0.38),Energy Drink (0.36),False
Rema1000,SHAKER 4%,14.95,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/210560/image/1738597130/170.jpg,https://shop.rema1000.dk/drikkevarer,27.5,CL.,,2025-04-27,shaker,shaker,shaker READY TO DRINK,shaker READY TO DRINK,Sports Drink,Sports Drink (0.45),Ready Meals (0.38),Energy Drink (0.36),False
Rema1000,SHAKER 4%,14.95,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/210560/image/1738597130/170.jpg,https://shop.rema1000.dk/drikkevarer,27.5,CL.,,2025-04-27,shaker,shaker,shaker READY TO DRINK,shaker READY TO DRINK,Sports Drink,Sports Drink (0.45),Ready Meals (0.38),Energy Drink (0.36),False
Rema1000,STRAWBERRY DAIQUIRI 5%,10.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510459/image/1620051285/170.jpg,https://shop.rema1000.dk/drikkevarer,25,CL.,,2025-04-27,strawberry daiquiri,Strawberry daiquiri,Strawberry daiquiri READY TO DRINK,Strawberry daiquiri READY TO DRINK,Strawberries,Strawberries (0.55),Berry Juice (0.54),Fruit Juice (Mixed) (0.50),False
Rema1000,SARTI ROSA 14%,99.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510774/image/1741598349/170.jpg,https://shop.rema1000.dk/drikkevarer,70,CL.,,2025-04-27,sarti rosa,Sarti pink,Sarti pink READY TO DRINK,Sarti pink READY TO DRINK,Sports Drink,Sports Drink (0.40),Iced Tea (0.39),Tea (0.38),False
Rema1000,VODKA & ENERGIDRIK 5%,10.0,READY TO DRINK,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/510461/image/1620051285/170.jpg,https://shop.rema1000.dk/drikkevarer,25,CL.,,2025-04-27,vodka & energidrik,vodka & Energy Drink,vodka & Energy Drink READY TO DRINK,vodka & Energy Drink READY TO DRINK,Energy Drink,Energy Drink (0.66),Sports Drink (0.56),Cocoa Drink (0.44),False
Rema1000,"EXTRA STRONG 7,7%",9.0,SPECIAL ØL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/200368/image/1656319776/170.jpg,https://shop.rema1000.dk/drikkevarer,50,CL.,,2025-04-27,"extra strong ,",extra strong,extra strong SPECIAL ØL,extra strong SPECIAL ØL,Knækbrød,Knækbrød (0.34),Surimi (0.25),Frikadeller (0.22),False
Rema1000,"PÅSKEBRYG 5,7%",6.2,SPECIAL ØL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/201565/image/1673429872/170.jpg,https://shop.rema1000.dk/drikkevarer,33,CL.,,2025-04-27,"påskebryg ,",Easter Brew,Easter Brew SPECIAL ØL,Easter Brew SPECIAL ØL,Sports Drink,Sports Drink (0.36),Iced Tea (0.35),Flavored Water (0.34),False
Rema1000,"PÅSKEBRYG 5,7%",6.2,SPECIAL ØL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/201565/image/1673429872/170.jpg,https://shop.rema1000.dk/drikkevarer,33,CL.,,2025-04-27,"påskebryg ,",Easter Brew,Easter Brew SPECIAL ØL,Easter Brew SPECIAL ØL,Sports Drink,Sports Drink (0.36),Iced Tea (0.35),Flavored Water (0.34),False
Rema1000,"PÅSKEBRYG 5,7%",6.2,SPECIAL ØL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/201565/image/1673429872/170.jpg,https://shop.rema1000.dk/drikkevarer,33,CL.,,2025-04-27,"påskebryg ,",Easter Brew,Easter Brew SPECIAL ØL,Easter Brew SPECIAL ØL,Sports Drink,Sports Drink (0.36),Iced Tea (0.35),Flavored Water (0.34),False
Rema1000,"PÅSKEBRYG 5,4%",7.95,SPECIAL ØL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/201582/image/1618500977/170.jpg,https://shop.rema1000.dk/drikkevarer,33,CL.,,2025-04-27,"påskebryg ,",Easter Brew,Easter Brew SPECIAL ØL,Easter Brew SPECIAL ØL,Sports Drink,Sports Drink (0.36),Iced Tea (0.35),Flavored Water (0.34),False
Rema1000,"PÅSKEBRYG 5,4%",7.95,SPECIAL ØL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/201582/image/1618500977/170.jpg,https://shop.rema1000.dk/drikkevarer,33,CL.,,2025-04-27,"påskebryg ,",Easter Brew,Easter Brew SPECIAL ØL,Easter Brew SPECIAL ØL,Sports Drink,Sports Drink (0.36),Iced Tea (0.35),Flavored Water (0.34),False
Rema1000,"PÅSKEBRYG 5,4%",7.95,SPECIAL ØL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/201582/image/1618500977/170.jpg,https://shop.rema1000.dk/drikkevarer,33,CL.,,2025-04-27,"påskebryg ,",Easter Brew,Easter Brew SPECIAL ØL,Easter Brew SPECIAL ØL,Sports Drink,Sports Drink (0.36),Iced Tea (0.35),Flavored Water (0.34),False
Rema1000,ÅRGANGSBRYG 10%,14.75,SPECIAL ØL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/202470/image/1701952657/170.jpg,https://shop.rema1000.dk/drikkevarer,50,CL.,,2025-04-27,årgangsbryg,vintage brew,vintage brew SPECIAL ØL,vintage brew SPECIAL ØL,Sports Drink,Sports Drink (0.40),Cider (Alcoholic) (0.36),Coffee (0.33),False
